OID_,HUC_12,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT95
196,102300060401,196,93258.000000000000000,83932200.000000000000000,11,95,84,79.003613631001315,13.049524746181588,7367719.000000000000000,11,82,95,82,82
197,102300060402,197,113838.000000000000000,102454200.000000000000000,11,95,84,78.625986050352779,13.614203350290731,8950625.000000000000000,12,82,90,82,82
198,070802090205,198,79853.000000000000000,71867700.000000000000000,11,95,84,76.103753146406277,16.603909859241877,6077113.000000000000000,15,82,42,82,90
199,070802050103,199,61602.000000000000000,55441800.000000000000000,11,95,84,78.891285997206609,13.590898595423051,4859861.000000000000000,14,82,42,82,82
200,070802070601,200,156165.000000000000000,140548500.000000000000000,11,95,84,79.216866775525631,12.615792724265143,12370902.000000000000000,14,82,43,82,82
201,070600060207,201,160120.000000000000000,144108000.000000000000000,11,95,84,77.862134649012219,14.616293412319715,12467285.000000000000000,15,82,42,82,82
202,070801020801,202,53683.000000000000000,48314700.000000000000000,11,95,84,77.852765307452657,16.314756186757581,4179370.000000000000000,15,82,42,82,90
203,071000080610,203,99068.000000000000000,89161200.000000000000000,11,95,84,71.247436104494966,20.279003774659571,7058341.000000000000000,15,82,42,82,82
204,071000081405,204,102522.000000000000000,92269800.000000000000000,11,95,84,56.621369072003716,29.666314364959398,5804936.000000000000000,15,82,52,81,82
205,071000081201,205,120955.000000000000000,108859500.000000000000000,11,95,84,67.437724773676791,22.957258574010968,8156930.000000000000000,15,82,31,81,82
206,070801070805,206,73834.000000000000000,66450600.000000000000000,11,95,84,63.000270877915014,23.481488143470621,4651562.000000000000000,15,41,24,81,82
207,070600040710,207,89329.000000000000000,80396100.000000000000000,11,95,84,65.723326131490182,21.477803177810809,5870999.000000000000000,15,82,24,81,82
208,071000050601,208,71006.000000000000000,63905400.000000000000000,11,95,84,79.082359237247246,13.710715692495825,5615322.000000000000000,13,82,42,82,82
209,102802010106,209,51803.000000000000000,46622700.000000000000000,11,95,84,73.829816805976890,17.482804966293006,3824606.000000000000000,14,82,24,81,82
210,102400010304,210,128980.000000000000000,116082000.000000000000000,11,95,84,70.637695766786237,21.293119946881308,9110850.000000000000000,15,82,24,82,82
211,070802020704,211,101571.000000000000000,91413900.000000000000000,11,95,84,74.707770918865194,19.745947762188639,7588143.000000000000000,15,82,52,82,90
212,070801010405,212,53739.000000000000000,48365100.000000000000000,11,95,84,55.704776791529028,29.240053469805506,2993519.000000000000000,14,82,42,82,82
213,102300020503,213,115606.000000000000000,104045400.000000000000000,11,95,84,76.011089389823923,16.129044624827493,8787338.000000000000000,14,82,52,82,82
214,070600040903,214,116728.000000000000000,105055200.000000000000000,11,95,84,63.049311219244615,21.403361110040219,7359620.000000000000000,15,82,24,81,82
215,070802011205,215,55804.000000000000000,50223600.000000000000000,11,95,84,74.080012185507400,21.493487329687202,4133961.000000000000000,15,82,52,82,90
216,070802040401,216,81279.000000000000000,73151100.000000000000000,11,95,84,79.598715535379213,12.164350706747902,6469704.000000000000000,13,82,11,82,82
217,102300020102,217,113833.000000000000000,102449700.000000000000000,11,95,84,77.714169001959590,15.353465133121290,8846437.000000000000000,12,82,90,82,82
218,071000080701,218,142749.000000000000000,128474100.000000000000000,11,95,84,69.984266089428957,22.031388218994898,9990184.000000000000000,15,82,31,82,82
219,070801050902,219,85339.000000000000000,76805100.000000000000000,11,95,84,73.108320931812457,20.514460573518399,6238991.000000000000000,15,82,52,82,82
220,070801050801,220,103445.000000000000000,93100500.000000000000000,11,95,84,77.498632123350532,15.434153349853965,8016846.000000000000000,15,82,52,82,82
221,070600060602,221,108551.000000000000000,97695900.000000000000000,11,95,84,77.350452782561746,15.530952695005498,8396469.000000000000000,14,82,52,82,82
222,070801020802,222,124386.000000000000000,111947400.000000000000000,11,95,84,77.677608412521877,14.536285960643927,9662007.000000000000000,14,82,11,82,82
223,070802050302,223,67807.000000000000000,61026300.000000000000000,11,95,84,76.261875617560705,18.054080192371966,5171089.000000000000000,15,82,52,82,82
224,071000060310,224,146658.000000000000000,131992200.000000000000000,11,95,84,76.432148263306800,17.591074926840236,11209386.000000000000000,15,82,42,82,82
225,070802040204,225,94900.000000000000000,85410000.000000000000000,11,95,84,79.256037934668456,13.124327586875562,7521398.000000000000000,13,82,43,82,82
226,070802070205,226,136482.000000000000000,122833800.000000000000000,11,95,84,78.381090546739287,14.665416711272540,10697608.000000000000000,14,82,42,82,82
227,070600040706,227,135854.000000000000000,122268600.000000000000000,11,95,84,71.371104273706649,20.207375939522407,9696050.000000000000000,15,82,52,82,82
228,070801041203,228,103358.000000000000000,93022200.000000000000000,11,95,84,69.038632713481135,20.796959937310447,7135695.000000000000000,15,82,31,82,82
229,102400100108,229,121360.000000000000000,109224000.000000000000000,11,95,84,74.296885299934857,17.335266945770066,9016670.000000000000000,15,82,24,81,82
230,102400100107,230,88109.000000000000000,79298100.000000000000000,11,95,84,67.850877889886192,22.433599913371264,5978273.000000000000000,15,81,95,81,82
231,070801050905,231,90482.000000000000000,81433800.000000000000000,11,95,84,75.941601644526983,17.177353242388758,6871348.000000000000000,15,82,52,82,90
232,102300040205,232,106683.000000000000000,96014700.000000000000000,11,95,84,76.962337017144279,15.972322484067526,8210573.000000000000000,14,82,31,82,82
233,102300060504,233,33996.000000000000000,30596400.000000000000000,11,95,84,71.241175432403878,22.418348532890651,2421915.000000000000000,15,82,43,82,90
234,102300010306,234,57767.000000000000000,51990300.000000000000000,11,95,84,75.579794692471722,20.830468648686132,4366018.000000000000000,15,82,42,82,95
235,102300010407,235,124731.000000000000000,112257900.000000000000000,11,95,84,75.131202347452088,22.602181281749388,9371190.000000000000000,15,82,42,82,95
236,102300010305,236,225694.000000000000000,203124600.000000000000000,11,95,84,62.473122900918703,28.330762845740882,14099809.000000000000000,15,82,42,82,90
237,070600040904,237,94459.000000000000000,85013100.000000000000000,11,95,84,61.050191088197060,22.593093810046966,5766740.000000000000000,15,41,24,71,82
238,070801020704,238,87055.000000000000000,78349500.000000000000000,11,95,84,76.798931709838499,16.409809933350637,6685731.000000000000000,14,82,31,82,82
239,071000081202,239,84575.000000000000000,76117500.000000000000000,11,95,84,73.583304759089103,21.001821304216275,6223308.000000000000000,15,82,42,82,95
240,071000080703,240,101550.000000000000000,91395000.000000000000000,11,95,84,70.406489414081221,22.358278107577114,7149779.000000000000000,15,82,52,82,90
241,071000080402,241,151115.000000000000000,136003500.000000000000000,11,95,84,74.257386758428638,18.538198703858541,11221405.000000000000000,15,82,24,82,82
242,071000081507,242,165798.000000000000000,149218200.000000000000000,11,95,84,55.789496857621778,32.778455357288635,9249787.000000000000000,15,82,42,81,95
243,071000090307,243,134628.000000000000000,121165200.000000000000000,11,95,84,64.048162343642815,21.256079408290041,8622676.000000000000000,15,81,24,81,82
244,071000080405,244,160477.000000000000000,144429300.000000000000000,11,95,84,67.279672476429369,24.283011163994402,10796840.000000000000000,15,82,52,81,90
245,070801071004,245,47292.000000000000000,42562800.000000000000000,11,95,84,68.118645859765280,22.185516510024339,3221467.000000000000000,15,82,24,82,82
246,070600060406,246,131159.000000000000000,118043100.000000000000000,11,95,84,70.959415671055496,21.002477030762588,9306966.000000000000000,15,82,52,82,82
247,070802050101,247,122101.000000000000000,109890900.000000000000000,11,95,84,78.128287237614657,14.604638177373904,9539542.000000000000000,13,82,90,82,82
248,071000050606,248,53125.000000000000000,47812500.000000000000000,11,95,84,74.843651764706252,20.074222450546618,3976069.000000000000000,14,82,43,82,90
249,102300031510,249,112723.000000000000000,101450700.000000000000000,11,95,84,67.238824374794376,21.234149714617050,7579362.000000000000000,15,82,31,82,82
250,070600010906,250,135584.000000000000000,122025600.000000000000000,11,95,84,59.327007611517239,21.477699748725577,8043793.000000000000000,15,41,52,41,82
251,070600011002,251,108531.000000000000000,97677900.000000000000000,11,95,84,66.235453464907962,21.419637055137322,7188600.000000000000000,15,82,11,81,82
252,070600060204,252,57351.000000000000000,51615900.000000000000000,11,95,84,77.155864762602278,15.193001243776042,4424966.000000000000000,14,82,42,82,82
253,070802040607,253,142687.000000000000000,128418300.000000000000000,11,95,84,77.630365765626735,16.549376803031102,11076844.000000000000000,15,82,24,82,90
254,070801070905,254,171015.000000000000000,153913500.000000000000000,11,95,84,67.362494518023993,23.128144998527905,11519997.000000000000000,15,82,95,81,82
255,070801050805,255,90737.000000000000000,81663300.000000000000000,11,95,84,76.248498407485073,16.646308387973207,6918560.000000000000000,15,82,31,82,82
256,102300031004,256,129739.000000000000000,116765100.000000000000000,11,95,84,75.481643915861696,16.625461240780208,9792913.000000000000000,15,82,31,82,82
257,102802010204,257,95004.000000000000000,85503600.000000000000000,11,95,84,75.219485495347996,16.550118353140483,7146152.000000000000000,15,82,24,82,82
258,071000040706,258,147907.000000000000000,133116300.000000000000000,11,95,84,59.685572690947410,25.691832725091093,8827914.000000000000000,15,82,52,81,82
259,071000061405,259,121985.000000000000000,109786500.000000000000000,11,95,84,73.376275771611319,20.487773077980798,8950805.000000000000000,15,82,52,82,90
260,102300031506,260,94577.000000000000000,85119300.000000000000000,11,95,84,70.037440392485735,20.272804640375430,6623931.000000000000000,15,82,31,82,82
261,070802050703,261,139953.000000000000000,125957700.000000000000000,11,95,84,63.804420055304853,28.434707365817339,8929620.000000000000000,15,82,31,82,90
262,071000061203,262,117425.000000000000000,105682500.000000000000000,11,95,84,79.421077283371488,12.167017697035380,9326020.000000000000000,13,82,31,82,82
263,070600040703,263,72229.000000000000000,65006100.000000000000000,11,95,84,70.276661728668529,20.577919746863653,5076013.000000000000000,15,82,42,82,82
264,070802070202,264,64545.000000000000000,58090500.000000000000000,11,95,84,79.523231853746680,11.999777552251313,5132827.000000000000000,12,82,31,82,82
265,101702032102,265,42672.000000000000000,38404800.000000000000000,11,95,84,67.068147731534197,26.443511924304012,2861932.000000000000000,15,82,42,82,90
266,070600061004,266,116236.000000000000000,104612400.000000000000000,11,95,84,70.658771809079212,19.143488404781262,8213093.000000000000000,15,82,95,81,82
267,070600060603,267,127866.000000000000000,115079400.000000000000000,11,95,84,76.103749237484209,16.958392172400497,9731082.000000000000000,14,82,42,82,82
268,070802060102,268,104239.000000000000000,93815100.000000000000000,11,95,84,70.734629073570972,23.094461886673567,7373307.000000000000000,14,82,42,82,82
269,070802060407,269,70877.000000000000000,63789300.000000000000000,11,95,84,62.827108935198495,23.144624067350701,4452997.000000000000000,15,82,31,81,82
270,070801030607,270,130833.000000000000000,117749700.000000000000000,11,95,84,78.210069325018836,19.125415720591853,10232458.000000000000000,15,82,52,82,95
271,070802090702,271,73611.000000000000000,66249900.000000000000000,11,95,84,73.135509638505567,21.385419083363722,5383578.000000000000000,15,82,52,82,82
272,070802060803,272,98967.000000000000000,89070300.000000000000000,11,95,84,68.897167742783196,24.831003668362133,6818546.000000000000000,15,82,52,82,90
273,070801030605,273,66519.000000000000000,59867100.000000000000000,11,95,84,71.377952164042938,22.820764830646468,4747990.000000000000000,15,82,52,82,90
274,070802060502,274,130309.000000000000000,117278100.000000000000000,11,95,84,77.033221036151787,16.294551673237869,10038122.000000000000000,13,82,31,82,82
275,070802091104,275,173113.000000000000000,155801700.000000000000000,11,95,84,71.307024891256802,25.195694492463986,12344173.000000000000000,15,82,42,82,95
276,070801030403,276,67794.000000000000000,61014600.000000000000000,11,95,84,78.614818420509849,16.357701495845955,5329613.000000000000000,14,82,31,82,90
277,070802020502,277,46148.000000000000000,41533200.000000000000000,11,95,84,78.383093525180641,13.733718633742273,3617223.000000000000000,14,82,11,82,82
278,070801010601,278,79646.000000000000000,71681400.000000000000000,11,95,84,51.944780654395778,27.688718959876450,4137194.000000000000000,15,82,42,43,82
279,071000040911,279,126853.000000000000000,114167700.000000000000000,11,95,84,57.950107604865721,29.616607827516930,7351145.000000000000000,15,82,52,81,90
280,071000041002,280,64878.000000000000000,58390200.000000000000000,11,95,84,55.321141218903151,29.946023563078032,3589125.000000000000000,15,82,52,81,90
281,071000040910,281,142853.000000000000000,128567700.000000000000000,11,95,84,77.978110365199981,15.610689253608651,11139407.000000000000000,15,82,52,82,82
282,071000040803,282,72718.000000000000000,65446200.000000000000000,11,95,84,68.329849555818882,24.732185861188025,4968810.000000000000000,15,82,52,82,82
283,070801070708,283,162835.000000000000000,146551500.000000000000000,11,95,84,67.262904166794627,20.993899172239061,10952755.000000000000000,15,82,24,81,82
284,071000041001,284,157739.000000000000000,141965100.000000000000000,11,95,84,54.312440170155561,29.567654448453688,8567190.000000000000000,15,82,52,43,82
285,102802010206,285,61705.000000000000000,55534500.000000000000000,11,95,84,71.339081111741990,22.689426047967395,4401978.000000000000000,15,82,31,81,90
286,070801050906,286,76156.000000000000000,68540400.000000000000000,11,95,84,74.757891695991816,18.382267769735176,5693262.000000000000000,15,82,52,82,90
287,071000040802,287,62635.000000000000000,56371500.000000000000000,11,95,84,75.966887522950429,17.739766364991489,4758186.000000000000000,15,82,31,82,82
288,071000040908,288,106243.000000000000000,95618700.000000000000000,11,95,84,78.608727163201351,13.832755058478956,8351627.000000000000000,15,82,42,82,82
289,071000040707,289,145624.000000000000000,131061600.000000000000000,11,95,84,68.616539856067490,22.053146035953908,9992215.000000000000000,15,82,52,82,82
290,071000040801,290,129837.000000000000000,116853300.000000000000000,11,95,84,78.629504686646726,13.644052466122982,10209019.000000000000000,14,82,42,82,82
291,101702031908,291,62361.000000000000000,56124900.000000000000000,11,95,84,71.567742659675957,19.397973164462687,4463036.000000000000000,14,82,42,82,82
292,102802010202,292,101988.000000000000000,91789200.000000000000000,11,95,84,77.264315409655708,14.998354568960728,7880033.000000000000000,15,82,42,82,82
293,070600060408,293,173698.000000000000000,156328200.000000000000000,11,95,84,66.507846952757404,21.446609575501260,11552280.000000000000000,15,82,24,81,82
294,070600060606,294,73939.000000000000000,66545100.000000000000000,11,95,84,71.219532317181077,21.112937520598425,5265901.000000000000000,15,82,52,82,82
295,071000030902,295,45225.000000000000000,40702500.000000000000000,11,95,84,79.110690989497726,13.944451023161463,3577781.000000000000000,14,82,52,82,82
296,102300050202,296,71212.000000000000000,64090800.000000000000000,11,95,84,77.734777846429679,15.439299995308414,5535649.000000000000000,12,82,43,82,82
297,071000060804,297,103790.000000000000000,93411000.000000000000000,11,95,84,79.141738125060314,12.716042417243164,8214121.000000000000000,14,82,42,82,82
298,070802050808,298,178607.000000000000000,160746300.000000000000000,11,95,84,77.852659750179129,15.069316326059706,13905030.000000000000000,14,82,31,82,82
299,102400010105,299,124877.000000000000000,112389300.000000000000000,11,95,84,70.537881275174641,21.367432754746897,8808559.000000000000000,15,82,95,82,82
300,070802080703,300,158373.000000000000000,142535700.000000000000000,11,95,84,70.913785809449934,23.551857067811177,11230829.000000000000000,15,82,42,81,95
301,070801070904,301,55728.000000000000000,50155200.000000000000000,11,95,84,66.341964542061433,22.134014285452981,3697105.000000000000000,15,82,95,81,82
302,070801050802,302,59889.000000000000000,53900100.000000000000000,11,95,84,77.106463624370576,15.706238317561736,4617829.000000000000000,15,82,52,82,82
303,070600060804,303,79951.000000000000000,71955900.000000000000000,11,95,84,70.047554126902753,20.056346188085900,5600372.000000000000000,15,82,52,81,82
304,070802051504,304,115368.000000000000000,103831200.000000000000000,11,95,84,66.971499895984380,24.771003827859801,7726368.000000000000000,15,82,52,81,90
305,070600060503,305,99556.000000000000000,89600400.000000000000000,11,95,84,73.002983245610821,18.147020606268310,7267885.000000000000000,15,82,95,82,82
306,070600060102,306,141926.000000000000000,127733400.000000000000000,11,95,84,77.057663852993372,15.524451571174238,10936486.000000000000000,14,82,11,82,82
307,070802070901,307,167015.000000000000000,150313500.000000000000000,11,95,84,71.111307367602151,21.195066697109493,11876655.000000000000000,15,82,52,82,82
308,070801020604,308,73459.000000000000000,66113100.000000000000000,11,95,84,78.752024939080485,14.530450962613260,5785045.000000000000000,14,82,31,82,90
309,070801060204,309,46847.000000000000000,42162300.000000000000000,11,95,84,75.519392917369800,18.511226008139722,3537857.000000000000000,14,82,31,82,82
310,070600040505,310,48908.000000000000000,44017200.000000000000000,11,95,84,66.890099779177703,21.019592428315068,3271461.000000000000000,14,82,24,81,82
311,071000061702,311,83819.000000000000000,75437100.000000000000000,11,95,84,65.222431668236140,24.727783640872346,5466879.000000000000000,15,82,52,81,90
312,070801060206,312,53474.000000000000000,48126600.000000000000000,11,95,84,76.651363279351159,16.047437208780725,4098855.000000000000000,15,82,31,82,82
313,070801010406,313,51695.000000000000000,46525500.000000000000000,11,95,84,30.649289099526271,22.803118115516629,1584415.000000000000000,15,23,42,23,82
314,070600040605,314,82836.000000000000000,74552400.000000000000000,11,95,84,65.794256120527962,20.751448960596562,5450133.000000000000000,15,82,11,81,82
315,070802020705,315,137216.000000000000000,123494400.000000000000000,11,95,84,75.247216068096137,19.274464567892029,10325122.000000000000000,15,82,52,82,90
316,070802070305,316,61260.000000000000000,55134000.000000000000000,11,95,84,78.141952334313444,15.443476701077744,4786976.000000000000000,14,82,42,82,82
317,071000040701,317,94359.000000000000000,84923100.000000000000000,11,95,84,73.980044298900438,18.212433714334551,6980683.000000000000000,14,82,52,82,82
318,070600060601,318,102679.000000000000000,92411100.000000000000000,11,95,84,76.778854488260208,15.836070474322760,7883576.000000000000000,14,82,11,82,82
319,102300031211,319,79337.000000000000000,71403300.000000000000000,11,95,84,75.737335669358217,16.636551271123590,6008773.000000000000000,15,82,31,82,82
320,071000040702,320,123433.000000000000000,111089700.000000000000000,11,95,84,64.250872943216336,23.174961665306157,7930678.000000000000000,15,82,42,82,82
321,071000040606,321,56408.000000000000000,50767200.000000000000000,11,95,84,63.995426180683069,23.463026108544430,3609854.000000000000000,13,82,31,82,82
322,070801050604,322,119577.000000000000000,107619300.000000000000000,11,95,84,74.723609055252979,18.040272363259994,8935225.000000000000000,15,82,42,82,82
323,070801050903,323,102336.000000000000000,92102400.000000000000000,11,95,84,72.598205909943957,21.613595817033445,7429410.000000000000000,15,82,52,82,82
324,071000040604,324,119880.000000000000000,107892000.000000000000000,11,95,84,58.998690357023591,26.293564005817203,7072763.000000000000000,15,82,42,81,82
325,070801050402,325,94681.000000000000000,85212900.000000000000000,11,95,84,74.422492369112049,20.495244897930430,7046396.000000000000000,14,82,42,82,82
326,102300040407,326,101713.000000000000000,91541700.000000000000000,11,95,84,79.083873251206967,12.691160770433939,8043858.000000000000000,14,82,52,82,82
327,070600040607,327,67116.000000000000000,60404400.000000000000000,11,95,84,65.047931938731722,21.288307535126680,4365757.000000000000000,15,82,42,81,82
328,071000060308,328,147465.000000000000000,132718500.000000000000000,11,95,84,78.725467059980673,14.088726840097495,11609251.000000000000000,13,82,31,82,82
329,071000040404,329,55861.000000000000000,50274900.000000000000000,11,95,84,68.266930416568144,24.407584189296692,3813459.000000000000000,15,82,52,82,82
330,070600040503,330,111154.000000000000000,100038600.000000000000000,11,95,84,78.501385465212536,14.064508870258511,8725743.000000000000000,14,82,42,82,82
331,070600040709,331,134175.000000000000000,120757500.000000000000000,11,95,84,68.797406372275944,21.048178277763217,9230892.000000000000000,15,82,42,81,82
332,102300060502,332,99078.000000000000000,89170200.000000000000000,11,95,84,75.382617735521336,21.163059126761731,7468759.000000000000000,14,82,42,82,95
333,070802040501,333,85458.000000000000000,76912200.000000000000000,11,95,84,78.511549533103945,13.398215213158478,6709440.000000000000000,13,82,43,82,82
334,071000040303,334,174240.000000000000000,156816000.000000000000000,11,95,84,76.058815426996247,17.023193419785589,13252488.000000000000000,15,82,52,82,82
335,102300020306,335,115185.000000000000000,103666500.000000000000000,11,95,84,74.609167860397505,19.921533255467171,8593857.000000000000000,14,82,90,82,82
336,070802010903,336,67784.000000000000000,61005600.000000000000000,11,95,84,72.949737401157094,18.812702214069784,4944825.000000000000000,15,82,24,82,90
337,102300060404,337,111592.000000000000000,100432800.000000000000000,11,95,84,76.840364900709503,16.286944872196244,8574770.000000000000000,13,82,31,82,82
338,102300020404,338,100174.000000000000000,90156600.000000000000000,11,95,84,75.624653103599144,18.354128384560031,7575624.000000000000000,14,82,90,82,82
339,102300030509,339,56312.000000000000000,50680800.000000000000000,11,95,84,78.558300184685535,13.930165847442458,4423775.000000000000000,11,82,11,82,82
340,071000040402,340,162993.000000000000000,146693700.000000000000000,11,95,84,78.199928831299147,14.159945982632800,12746041.000000000000000,15,82,42,82,82
341,102300030901,341,111397.000000000000000,100257300.000000000000000,11,95,84,79.439589935097857,12.179457695192726,8849332.000000000000000,12,82,41,82,82
342,102300010604,342,115434.000000000000000,103890600.000000000000000,11,95,84,76.609213923106978,16.038922339687318,8843308.000000000000000,15,82,31,82,82
343,071000030804,343,50900.000000000000000,45810000.000000000000000,11,95,84,77.828467583496376,15.502021764634188,3961469.000000000000000,13,82,43,82,90
344,070600040707,344,60685.000000000000000,54616500.000000000000000,11,95,84,67.848413940841851,21.135232977124115,4117381.000000000000000,15,82,42,81,82
345,070801051208,345,148089.000000000000000,133280100.000000000000000,11,95,84,73.019677356184772,19.439589684246084,10813411.000000000000000,15,82,42,82,90
346,071000020901,346,104275.000000000000000,93847500.000000000000000,11,95,84,78.885571805323437,14.977800448803016,8225793.000000000000000,15,82,52,82,90
347,102300020304,347,107963.000000000000000,97166700.000000000000000,11,95,84,78.940081324156921,13.185205592228051,8522608.000000000000000,13,82,41,82,82
348,071000030801,348,53984.000000000000000,48585600.000000000000000,11,95,84,78.087711173681015,14.139793222092313,4215487.000000000000000,13,82,43,82,82
349,070600060206,349,134956.000000000000000,121460400.000000000000000,11,95,84,74.460520465929804,17.959315808569752,10048894.000000000000000,15,82,52,82,82
350,070802050204,350,103635.000000000000000,93271500.000000000000000,11,95,84,78.081545809814173,14.750271540100353,8091981.000000000000000,14,82,31,82,82
351,070802050102,351,163589.000000000000000,147230100.000000000000000,11,95,84,78.156190208388693,14.678642042912601,12785493.000000000000000,14,82,42,82,82
352,070802070603,352,89084.000000000000000,80175600.000000000000000,11,95,84,76.694288536661929,16.236725339930825,6832234.000000000000000,15,82,52,82,82
353,101702032403,353,131538.000000000000000,118384200.000000000000000,11,95,84,72.026258571667910,15.479592312285090,9474190.000000000000000,15,82,42,81,82
354,102300060403,354,115379.000000000000000,103841100.000000000000000,11,95,84,78.374002201441584,13.978516703925386,9042714.000000000000000,13,82,31,82,82
355,070801060404,355,126166.000000000000000,113549400.000000000000000,11,95,84,76.103561973907190,16.741471389455381,9601682.000000000000000,15,82,42,82,90
356,071000081509,356,99308.000000000000000,89377200.000000000000000,11,95,84,49.695039674548070,31.183192942646848,4935115.000000000000000,15,82,52,43,82
357,102400010303,357,111476.000000000000000,100328400.000000000000000,11,95,84,70.616760558326817,21.197659026036728,7872074.000000000000000,15,82,24,82,82
358,070600040404,358,63701.000000000000000,57330900.000000000000000,11,95,84,75.596379962637442,16.308345352886032,4815565.000000000000000,14,82,11,82,82
359,070802020403,359,94662.000000000000000,85195800.000000000000000,11,95,84,77.658543026767632,14.787272023477758,7351313.000000000000000,15,82,52,82,82
360,071000020804,360,81491.000000000000000,73341900.000000000000000,11,95,84,79.739345449190850,14.518710404820833,6498039.000000000000000,14,82,42,82,90
361,102300020307,361,154382.000000000000000,138943800.000000000000000,11,95,84,77.125914938271123,16.421295490896096,11906853.000000000000000,13,82,90,82,82
362,102400010102,362,116979.000000000000000,105281100.000000000000000,11,95,84,78.249634549790770,13.839463676471906,9153564.000000000000000,14,82,43,82,82
363,102300031507,363,124236.000000000000000,111812400.000000000000000,11,95,84,67.212563186194799,20.530294352068658,8350220.000000000000000,15,82,31,82,82
364,102300070603,364,146861.000000000000000,132174900.000000000000000,11,95,84,73.058157032841123,19.010403569109265,10729394.000000000000000,15,82,43,82,82
365,070801010605,365,83313.000000000000000,74981700.000000000000000,11,95,84,51.706096287493914,29.354648002523035,4307790.000000000000000,15,82,52,43,90
366,070600040705,366,51150.000000000000000,46035000.000000000000000,11,95,84,69.891710654936787,20.024012557223365,3574961.000000000000000,15,82,24,81,82
367,102300050105,367,130066.000000000000000,117059400.000000000000000,11,95,84,78.705395722171772,13.825439742494053,10236896.000000000000000,14,82,90,82,82
368,102300050101,368,134512.000000000000000,121060800.000000000000000,11,95,84,78.876092839300725,13.362438946082838,10609781.000000000000000,13,82,90,82,82
369,070802070204,369,141315.000000000000000,127183500.000000000000000,11,95,84,78.431291794927645,14.272396538746543,11083518.000000000000000,14,82,42,82,82
370,070600040704,370,52350.000000000000000,47115000.000000000000000,11,95,84,71.618471824259586,19.001547585767145,3749227.000000000000000,15,82,95,82,82
371,070600060502,371,97768.000000000000000,87991200.000000000000000,11,95,84,75.026317404468429,16.699305369544142,7335173.000000000000000,15,82,95,82,82
372,102300031405,372,125497.000000000000000,112947300.000000000000000,11,95,84,78.814274444807182,13.101483768466087,9890955.000000000000000,15,82,90,82,82
373,071000061102,373,96196.000000000000000,86576400.000000000000000,11,95,84,78.950964697077183,13.337588258614190,7594767.000000000000000,13,82,31,82,82
374,070600060410,374,91766.000000000000000,82589400.000000000000000,11,95,84,60.452989124512428,22.172869131591707,5547529.000000000000000,15,41,31,71,82
375,070801060302,375,94928.000000000000000,85435200.000000000000000,11,95,84,78.414419349402507,13.513929591698416,7443724.000000000000000,15,82,42,82,82
376,102300030507,376,69228.000000000000000,62305200.000000000000000,11,95,84,76.913142081238675,16.627218318880789,5324543.000000000000000,13,82,52,82,82
377,102300020402,377,111216.000000000000000,100094400.000000000000000,11,95,84,77.334762983744071,16.067661208859811,8600863.000000000000000,13,82,52,82,82
378,070600020403,378,92178.000000000000000,82960200.000000000000000,11,95,84,73.207186096466899,18.091676623371466,6748092.000000000000000,15,82,52,82,82
379,070801051206,379,103320.000000000000000,92988000.000000000000000,11,95,84,73.415060007742483,19.265776317452080,7585244.000000000000000,15,81,42,81,95
380,070600040901,380,103012.000000000000000,92710800.000000000000000,11,95,84,68.393012464567221,20.336280917094136,7045301.000000000000000,15,82,42,82,82
381,071000050301,381,110961.000000000000000,99864900.000000000000000,11,95,84,78.682573156334698,13.685357422256651,8730697.000000000000000,12,82,90,82,82
382,070802020402,382,50771.000000000000000,45693900.000000000000000,11,95,84,78.749561757696057,13.142682952081090,3998194.000000000000000,15,82,52,82,82
383,070600040701,383,64898.000000000000000,58408200.000000000000000,11,95,84,75.630435452556540,16.124844397958150,4908264.000000000000000,15,82,52,82,82
384,102300030510,384,83922.000000000000000,75529800.000000000000000,11,95,84,76.408486451705357,17.645730860236977,6412353.000000000000000,14,82,52,82,82
385,102300030804,385,69517.000000000000000,62565300.000000000000000,11,95,84,69.228821727059511,25.829685447699138,4812580.000000000000000,14,82,52,82,95
386,102300020302,386,177350.000000000000000,159615000.000000000000000,11,95,84,77.236458979418828,16.255423827541900,13697886.000000000000000,15,82,42,82,82
387,070802011001,387,131662.000000000000000,118495800.000000000000000,11,95,84,74.122662575381298,18.317306773069888,9759138.000000000000000,14,82,42,82,82
388,070600040306,388,58218.000000000000000,52396200.000000000000000,21,95,74,77.637534783057447,15.104770692877997,4519902.000000000000000,12,82,31,82,82
389,070802011005,389,98950.000000000000000,89055000.000000000000000,11,95,84,67.591288529560032,25.161799388477988,6688158.000000000000000,15,82,42,82,82
390,070802040604,390,63653.000000000000000,57287700.000000000000000,11,95,84,77.362245298729263,15.843838407878867,4924339.000000000000000,14,82,42,82,82
391,070802050201,391,130564.000000000000000,117507600.000000000000000,11,95,84,78.901695720104570,13.067438036289461,10301721.000000000000000,15,82,52,82,82
392,070802070308,392,100629.000000000000000,90566100.000000000000000,11,95,84,78.051734589432428,15.949606077027001,7854268.000000000000000,15,82,52,82,90
393,070600030601,393,95817.000000000000000,86235300.000000000000000,11,95,84,69.542742937056659,19.820370996143406,6663377.000000000000000,15,82,42,81,82
